DetectorType,DetID
8,2148649685
8,2283442273
8,2148615210
8,2149176593
8,2316969097
8,2182103328
8,2216236459
8,2182712579
8,2249886030
8,2182092009
8,2182677740
8,2316358759
8,2149060264
8,2249346210
8,2283506881
8,2215678445
8,2215792066
8,2249851076
8,2283421803
8,2316411203
8,2283496713
8,2215743495
8,2316640546
8,2249329952
8,2148684210
8,2182747889
8,2249821389
8,2317090925
8,2316362090
8,2282874056
8,2148551815
8,2215840101
8,2249722276
8,2317108356
8,2282802633
8,2182124597
8,2215659584
8,2283296777
8,2182747881
8,2282756556
8,2182136039
8,2249212033
8,2148586152
8,2249298349
8,2182793687
8,2216231407
8,2249233412
8,2317140422
8,2182631982
8,2249857290
8,2316453961
8,2249326664
8,2316962114
8,2249804268
8,2317077735
8,2249787435
8,2182694995
8,2215663008
8,2249821537
8,2249756685
8,2216184206
8,2149106356
8,2182185475
8,2316309733
8,2283373828
8,2283079113
8,2282853444
8,2182141644
8,2215743815
8,2282773645
8,2249393646
8,2316959816
8,2316519620
8,2282883247
8,2282930666
8,2182237573
8,2249234794
8,2182644332
8,2215854446
8,2182762926
8,2182681745
8,2316313955
8,2249756683
8,2215809230
8,2283442240
8,2182632779
8,2148585015
8,2282933547
8,2249787599
8,2182189353
8,2182106581
8,2148683851
8,2149208274
8,2148647277
8,2283084236
8,2317098310
8,2215677986
8,2283606208
8,2216252576
8,2215843212
8,2216384997
8,2215663942
8,2249886787
8,2182763527
8,2317027457
8,2316413319
8,2283373831
8,2316421481
8,2148538057
8,2282785835
8,2283439147
8,2148652260
8,2316422465
8,2215725377
8,2249329135
8,2149107018
8,2282832899
8,2182762211
8,2182613615
8,2215658761
8,2148618689
8,2182156487
8,2148631213
8,2215822470
8,2182746702
8,2182660343
8,2215843970
8,2316901647
8,2182218117
8,2215773551
8,2249315663
8,2249753831
8,2182250496
8,2249742499
8,2249365702
8,2149172849
8,2316657989
8,2317163529
8,2316452267
8,2216182124
8,2215855310
8,2316655653
8,2283298949
8,2216249768
8,2182792491
8,2149204459
8,2282981860
8,2283333763
8,2283405608
8,2283544877
8,2249720974
8,2182746287
8,2249856320
8,2182661716
8,2216203399
8,2215759944
8,2215694659
8,2149107985
8,2182694320
8,2215693633
8,2282832259
8,2316543425
8,2283104430
8,2282998031
8,2282840290
8,2316920936
8,2317161511
8,2317166016
8,2316439910
8,2148533280
8,2216251886
8,2149141009
8,2316832936
8,2182647044
8,2215713024
8,2316623020
8,2317159430
8,2148550657
8,2283396583
8,2149138480
8,2316847206
8,2182632551
8,2249234560
8,2317095212
8,2249802760
8,2149074276
8,2316573824
8,2182136368
8,2316639371
8,2283621743
8,2249824737
8,2283382185
8,2148570231
8,2316622052
8,2182775946
8,2182778532
8,2249821540
8,2249347145
8,2249262475
8,2316420488
8,2282901761
8,2283085065
8,2215740580
8,2182664406
8,2215725190
8,2149058563
8,2182644179
8,2283277452
8,2148701764
8,2149223916
8,2283077922
8,2182201643
8,2316508203
8,2215676078
8,2316359110
8,2215659723
8,2249850981
8,2316888356
8,2182268519
8,2216379557
8,2316313762
8,2316934377
8,2249347080
8,2283497543
8,2216332582
8,2249916611
8,2249197773
8,2317140014
8,2182138545
8,2282890671
8,2215647687
8,2148698339
8,2283280775
8,2216169839
8,2249806308
8,2282760202
8,2215710080
8,2283624910
8,2316378184
8,2249281767
8,2316554306
8,2215837962
8,2182646959
8,2249922729
8,2249802048
8,2317042127
8,2149107178
8,2182269096
8,2149073539
8,2148534289
8,2149157387
8,2316425674
8,2316950690
8,2182649173
8,2283097388
8,2182744818
8,2249381354
8,2149237095
8,2249326670
8,2283284776
8,2215773344
8,2182779536
8,2249888170
8,2316536265
8,2215727144
8,2216235074
8,2148617749
8,2249293864
8,2317112322
8,2215807469
8,2317064652
8,2215723204
8,2216285185
8,2283315372
8,2148617519
8,2182728101
8,2249217097
8,2182256334
8,2316501351
8,2182120065
8,2249364579
8,2216251394
8,2283296229
8,2316472546
8,2316929449
8,2182120581
8,2283031714
8,2148549291
8,2149140134
8,2316586211
8,2148648471
8,2216296547
8,2316920931
8,2182616275
8,2215855305
8,2317125673
8,2316951654
8,2249923054
8,2316374465
8,2182778471
8,2216345986
8,2149109446
8,2249214990
8,2149174479
8,2316535841
8,2215680013
8,2282935650
8,2216253734
8,2149188800
8,2182205029
8,2149220458
8,2283317735
8,2149204724
8,2182645109
8,2148635190
8,2317027406
8,2283573609
8,2149140756
8,2283525251
8,2282771749
8,2283393061
8,2182682166
8,2216264776
8,2182271424
8,2216251564
8,2283360354
8,2249754956
8,2149191281
8,2182169322
8,2149089888
8,2182763650
8,2282821989
8,2316310854
8,2216348782
8,2182745089
8,2282841120
8,2149123669
8,2149110377
8,2316469679
8,2317156456
8,2149078442
8,2249773485
8,2317093285
8,2215757128
8,2215707919
8,2282853728
8,2149191398
8,2148582944
8,2316625252
8,2316927141
8,2216367343
8,2316521801
8,2317050209
8,2317063554
8,2317029838
8,2282790958
8,2283087207
8,2282766343
8,2215724105
8,2249343338
8,2182793431
8,2215857318
8,2216330474
8,2283409871
8,2182173280
8,2148617359
8,2249900485
8,2215843150
8,2216368292
8,2316428590
8,2283473135
8,2316453092
8,2283528298
8,2283544935
8,2149078341
8,2148668975
8,2148532969
8,2149144086
8,2182775048
8,2149090944
8,2148548978
8,2249316812
8,2182679987
8,2249740783
8,2182202598
8,2182138346
8,2316981547
8,2283356485
8,2249213064
8,2182268966
8,2316412390
8,2148552418
8,2182170321
8,2148551779
8,2316412326
8,2182136534
8,2283440551
8,2249804175
8,2216367424
8,2249867594
8,2182676974
8,2215822702
8,2216181797
8,2216280550
8,2148684363
8,2182219176
8,2249281824
8,2149124133
8,2216249837
8,2148553858
8,2182221868
8,2182697334
8,2148635040
8,2249917835
8,2283015336
8,2216249705
8,2148565058
8,2282904815
8,2149239406
8,2316657760
8,2216167716
8,2316324167
8,2249199977
8,2216185987
8,2316576034
8,2316870979
8,2249736462
8,2249392225
8,2283578479
8,2149221513
8,2182695365
8,2316491082
8,2148632118
8,2216283304
8,2182155296
8,2249364800
8,2283310153
8,2316961838
8,2317176901
8,2283552807
8,2283390219
8,2249331974
8,2215707688
8,2316576105
8,2148534766
8,2316528003
8,2316411141
8,2316550574
8,2182682167
8,2182730186
8,2316521739
8,2182251824
8,2316304751
8,2148550026
8,2216366115
8,2249299142
8,2249869322
8,2216168620
8,2249365990
8,2215741702
8,2249218406
8,2182189423
8,2149241253
8,2216248623
8,2149110786
8,2215855278
8,2215725197
8,2283315468
8,2215789708
8,2215694498
8,2215692583
8,2149143273
8,2148696597
8,2215859234
8,2316961187
8,2149175699
8,2182644463
8,2182234602
8,2283506083
8,2182236662
8,2316391752
8,2215658891
8,2317017517
8,2316653575
8,2282750218
8,2316354922
8,2182221863
8,2215761186
8,2316347883
8,2316392514
8,2283081764
8,2216285385
8,2283487266
8,2148618563
8,2149205459
8,2283489548
8,2249754029
8,2283559395
8,2249345286
8,2148616362
8,2249233830
8,2149160306
8,2182173777
8,2282770657
8,2282967145
8,2215645547
8,2249742663
8,2249873415
8,2149157097
8,2316617027
8,2215680007
8,2216280516
8,2182201929
8,2282838434
8,2216314240
8,2216170626
8,2215795143
8,2149092709
8,2249327904
8,2249250253
8,2182255985
8,2316362954
8,2249725155
8,2148697806
8,2182156516
8,2249377065
8,2182729955
8,2316329225
8,2317182220
8,2282836299
8,2182643884
8,2283524487
8,2216334732
8,2148554125
8,2148568823
8,2149092960
8,2316911845
8,2249933003
8,2216383755
8,2283078881
8,2249277830
8,2215854379
8,2182614412
8,2282790061
8,2283476459
8,2149061358
8,2249264137
8,2282939589
8,2283071780
8,2283300874
8,2316573703
8,2215647586
8,2316969443
8,2316311556
8,2282771628
8,2249852077
8,2149208527
8,2249363687
8,2148581811
8,2249376233
8,2316428583
8,2316851494
8,2282841546
8,2316917772
8,2316370059
8,2149240388
8,2216347946
8,2249218374
8,2249397572
8,2249773122
8,2182185281
8,2182665609
8,2215821325
8,2317116613
8,2282820069
8,2282986863
8,2249314635
8,2149108883
8,2282834153
8,2182108548
8,2249380137
8,2249856269
8,2283390185
8,2283358540
8,2216216580
8,2317107266
8,2316833935
8,2316918921
8,2216203584
8,2249343012
8,2249249251
8,2148667127
8,2317034788
8,2249935203
8,2182206946
8,2283408834
8,2182792931
8,2249248770
8,2283526434
8,2149157988
8,2215778508
8,2249298373
8,2149093618
8,2149124676
8,2215662600
8,2283410881
8,2283430028
8,2149143888
8,2182086657
8,2316436963
8,2182616610
8,2182106475
8,2216345835
8,2282982823
8,2216362153
8,2249380992
8,2149226089
8,2182136914
8,2316377508
8,2215691525
8,2316330345
8,2215859694
8,2216318318
8,2249348236
8,2316895275
8,2249917895
8,2316353966
8,2283555074
8,2317077997
8,2283603333
8,2282956264
8,2282790243
8,2283624516
8,2182256198
8,2249218095
8,2317163878
8,2249772396
8,2182218375
8,2215838190
8,2148532814
8,2182252851
8,2283490755
8,2149159940
8,2216351788
8,2316520782
8,2149073547
8,2216253868
8,2249867657
8,2149171309
8,2149204328
8,2216218761
8,2282774561
8,2215794724
8,2249363811
8,2249262314
8,2182091284
8,2182728723
8,2149138612
8,2316395524
8,2215661733
8,2182235184
8,2283382888
8,2249199851
8,2182648243
8,2182106381
8,2283573606
8,2149155969
8,2283607170
8,2249201922
8,2216282368
8,2249901188
8,2182092023
8,2149191876
8,2149089421
8,2249888993
8,2216286218
8,2149208553
8,2249264448
8,2249396237
8,2249215394
8,2283524165
8,2249726050
8,2182777446
8,2283033985
8,2283544619
8,2216204679
8,2249228292
8,2148534592
8,2249263403
8,2316654629
8,2249807042
8,2316374081
8,2149240276
8,2216252615
8,2316357090
8,2182156336
8,2148569795
8,2249331886
8,2249310565
8,2216165675
8,2148669101
8,2316635587
8,2215726566
8,2282900608
8,2182237555
8,2182107662
8,2249364773
8,2148568208
8,2182270567
8,2249314537
8,2149173291
8,2249279498
8,2182252616
8,2182796853
8,2216215567
8,2182252820
8,2249868614
8,2316837190
8,2316304655
8,2182234342
8,2316555621
8,2149204002
8,2182646482
8,2149205411
8,2148600072
8,2283464042
8,2149160172
8,2249250286
8,2182222327
8,2249785796
8,2282931654
8,2148603019
8,2317115718
8,2249770145
8,2282883431
8,2316620139
8,2317062279
8,2249836651
8,2148648661
8,2182222251
8,2216284643
8,2316928429
8,2148599456
8,2182236231
8,2282920006
8,2282799597
8,2216167655
8,2316559776
8,2249250991
8,2149222961
8,2216383530
8,2249888997
8,2182122914
8,2182682068
8,2249803973
8,2316538341
8,2216215971
8,2216363010
8,2148619541
8,2182745204
8,2182710731
8,2316650949
8,2215791912
8,2249824452
8,2182744822
8,2182679012
8,2148718254
8,2182108289
8,2249757743
8,2149193398
8,2283547021
8,2249740613
8,2249313481
8,2316473672
8,2283606471
8,2216351046
8,2316571653
8,2283478125
8,2182236736
8,2148584900
8,2182106595
8,2249752768
8,2149123143
8,2282784070
8,2148716909
8,2148663594
8,2182205705
8,2148534351
8,2249804842
8,2283619491
8,2249233770
8,2283055567
8,2215727177
8,2249806183
8,2182272103
8,2316606954
8,2282825060
8,2182763590
8,2149240342
8,2316442022
8,2149056980
8,2182252874
8,2249906594
8,2283300172
8,2317172932
8,2249719874
8,2148569424
8,2215661832
8,2216363243
8,2215646379
8,2316855488
8,2249737472
8,2316340544
8,2148566102
8,2182680596
8,2249774112
8,2148631667
8,2216220907
8,2216185894
8,2249922753
8,2249887757
8,2148534498
8,2283000843
8,2316870121
8,2182693285
8,2283081897
8,2216350723
8,2317011149
8,2282950819
8,2316969262
8,2283406753
8,2215662912
8,2182105555
8,2182154291
8,2149107061
8,2148697709
8,2282772552
8,2216253453
8,2283445710
8,2182791350
8,2149058100
8,2283507853
8,2249348175
8,2249922600
8,2249215333
8,2182645961
8,2282835303
8,2249938153
8,2316518689
8,2249311468
8,2249753828
8,2149073216
8,2149056883
8,2148532656
8,2283376651
8,2149061771
8,2249737347
8,2216252806
8,2249854212
8,2182762861
8,2182120020
8,2316978350
8,2215727149
8,2249871520
8,2282835434
8,2283491747
8,2316304776
8,2148598184
8,2148632194
8,2317097348
8,2249398599
8,2216317985
8,2249392491
8,2283525388
8,2316927471
8,2216315148
8,2182796449
8,2182103476
8,2148553875
8,2215757199
8,2249362882
8,2148551218
8,2282897519
8,2316503298
8,2249723246
8,2249873708
8,2182677633
8,2149158344
8,2215646240
8,2149127694
8,2316607947
8,2249933126
8,2216269190
8,2182629682
8,2182645225
8,2316395554
8,2283505896
8,2283019752
8,2249752715
8,2215741635
8,2149222828
8,2215776390
8,2182709671
8,2215789898
8,2215788704
8,2216367502
8,2182251126
8,2182730381
8,2249824266
8,2216168458
8,2182186537
8,2148664485
8,2283407464
8,2148716107
8,2283620835
8,2182092176
8,2316518565
8,2283489358
8,2317091948
8,2149222409
8,2283013197
8,2149191204
8,2249300461
8,2149241006
8,2216198153
8,2182137925
8,2249820655
8,2149239057
8,2283424040
8,2149073142
8,2249230633
8,2215859439
8,2282840523
8,2182628520
8,2148536840
8,2215673895
8,2182091819
8,2283393024
8,2249299332
8,2316309611
8,2249396364
8,2282967435
8,2148581572
8,2316979469
8,2249753060
8,2282930340
8,2182762644
8,2316652960
8,2317074720
8,2317011360
8,2215662021
8,2283423083
8,2149092713
8,2283029643
8,2316342573
8,2249361696
8,2283364489
8,2149140853
8,2249234821
8,2249883878
8,2249244807
8,2216253551
8,2182628465
8,2249887151
8,2317014368
8,2182221232
8,2249771464
8,2215774477
8,2316868776
8,2148568655
8,2215724354
8,2283055467
8,2182779115
8,2149059274
8,2182270613
8,2317085063
8,2148700714
8,2282855529
8,2249888133
8,2283314479
8,2182692966
8,2215762086
8,2249936165
8,2283475372
8,2182138369
8,2249805988
8,2283049358
8,2148668647
8,2282773836
8,2249266502
8,2215844135
8,2316353767
8,2282754350
8,2149105802
8,2215713125
8,2148714647
8,2215825636
8,2216236361
8,2317002086
8,2249838986
8,2149223749
8,2317075532
8,2283099151
8,2216203693
8,2148583157
8,2148668823
8,2182106867
8,2282873062
8,2216315151
8,2149158052
8,2283570441
8,2216165743
8,2283553066
8,2148583831
8,2283053156
8,2182714916
8,2215729184
8,2148581685
8,2216282149
8,2282986912
8,2149209287
8,2283283776
8,2316885066
8,2316518692
8,2283606506
8,2216281569
8,2182268359
8,2182250640
8,2317099329
8,2148667639
8,2148665838
8,2282930636
8,2216345765
8,2182170125
8,2283016264
8,2148716591
8,2149109092
8,2148532913
8,2249377988
8,2249755021
8,2316949707
8,2282853506
8,2216216997
8,2182695654
8,2249232459
8,2249281615
8,2149223432
8,2249394627
8,2182663756
8,2216315329
8,2249839813
8,2182730093
8,2282808782
8,2249328936
8,2182646036
8,2216282254
8,2182170006
8,2249740616
8,2282774532
8,2282758439
8,2215824846
8,2182185393
8,2182693109
8,2283438186
8,2182205581
8,2283505732
8,2149223600
8,2282971460
8,2149125477
8,2182219461
8,2149075341
8,2317128900
8,2283607264
8,2316608674
8,2216218795
8,2215710720
8,2149092715
8,2149089673
8,2283478024
8,2182219918
8,2316834862
8,2317126726
8,2182155268
8,2283415947
8,2316994826
8,2149159051
8,2149173972
8,2282950081
8,2216312964
8,2148666629
8,2182791553
8,2148581622
8,2215674113
8,2216365069
8,2316446116
8,2149191185
8,2249277613
8,2148664713
8,2182776929
8,2317062413
8,2215696806
8,2182107456
8,2316392804
8,2283301289
8,2249885833
8,2283015171
8,2215742849
8,2216267207
8,2317116779
8,2182698564
8,2282986859
8,2283593988
8,2182152850
8,2249835529
8,2148682447
8,2249823589
8,2249346412
8,2216231052
8,2282918063
8,2249233708
8,2316322027
8,2148616837
8,2182713973
8,2282987909
8,2215758210
8,2249857419
8,2283537454
8,2316509216
8,2249298180
8,2215860362
8,2317177186
8,2182123976
8,2182743523
8,2149105826
8,2316902791
8,2216183240
8,2149060193
8,2249327968
8,2282824709
8,2215644513
8,2316603469
8,2283472327
8,2316478703
8,2283379172
8,2149177039
8,2316443053
8,2182170151
8,2148615779
8,2282864868
8,2149221994
8,2149237493
8,2182694243
8,2316493165
8,2249297346
8,2249808297
8,2182220800
8,2249327784
8,2282840452
8,2282999110
8,2182644343
8,2249408839
8,2182774886
8,2317166600
8,2316503181
8,2182205581
8,2148631895
8,2215777635
8,2316829793
8,2317175177
8,2283424172
8,2316505224
8,2148649490
8,2249414946
8,2216185031
8,2215838762
8,2249214057
8,2148649283
8,2249869382
8,2249741354
8,2182270345
8,2282820742
8,2215788613
8,2148680310
8,2182791376
8,2182124258
8,2282807620
8,2215646248
8,2148618818
8,2182731248
8,2283456768
8,2316904739
8,2182612531
8,2249936198
8,2149224583
8,2215843104
8,2283086147
8,2249217478
8,2283299009
8,2316981671
8,2182745482
8,2149221474
8,2215824839
8,2317117640
8,2182220136
8,2249283684
8,2283324419
8,2282787177
8,2148554469
8,2148582928
8,2249300194
8,2249312482
8,2149062165
8,2249889827
8,2283066465
8,2182709292
8,2148700387
8,2249836715
8,2249200738
8,2182202570
8,2182255777
8,2283375683
8,2282984586
8,2182664263
8,2215807182
8,2249381952
8,2282823972
8,2317019275
8,2215773346
8,2216247715
8,2216219816
8,2182138531
8,2283588069
8,2148567205
8,2316437581
8,2216296780
8,2282832008
8,2249890247
8,2249871530
8,2148585583
8,2215773509
8,2182730788
8,2316650990
8,2149173617
8,2249920776
8,2215827714
8,2316307817
8,2282822886
8,2182746791
8,2249935887
8,2216232160
8,2249381165
8,2316903683
8,2215776526
8,2215858376
8,2249900525
8,2282806761
8,2148714787
8,2283480227
8,2215661669
8,2249245924
8,2249867430
8,2317077515
8,2149226195
8,2283054415
8,2215678093
8,2216313220
8,2149077508
8,2182694505
8,2148550095
8,2249349538
8,2182663776
8,2215778379
8,2215695625
8,2182633141
8,2282938638
8,2317110535
8,2282968224
8,2182663668
8,2182172276
8,2148533825
8,2149155200
8,2282965350
8,2249824357
8,2215645639
8,2317049199
8,2283620738
8,2249247854
8,2249889964
8,2283099242
8,2182220373
8,2283356257
8,2216253547
8,2316537159
8,2149189904
8,2182203922
8,2148665929
8,2316475552
8,2182137262
8,2249870470
8,2216186016
8,2215758208
8,2148535749
8,2216236518
8,2216203330
8,2282840448
8,2283079912
8,2182119702
8,2182711589
8,2249327904
8,2216332328
8,2316575972
8,2249935042
8,2249737537
8,2148586828
8,2182089408
8,2149242509
8,2283001005
8,2182237460
8,2283036078
8,2148632618
8,2216333487
8,2215693614
8,2249854252
8,2149060329
8,2249264521
8,2182613711
8,2316326241
8,2182762672
8,2216185902
8,2316854414
8,2182251058
8,2149224160
8,2148537801
8,2149142921
8,2283461035
8,2316600457
8,2316829868
8,2149073235
8,2316947847
8,2249851307
8,2216266882
8,2316917902
8,2283281668
8,2148565280
8,2283409641
8,2149157447
8,2148633654
8,2149204367
8,2282970592
8,2316533891
8,2182219057
8,2282850735
8,2316557347
8,2317159648
8,2215806981
8,2316947723
8,2283381954
8,2215762312
8,2316554665
8,2249280968
8,2282808321
8,2283036708
8,2149188872
8,2316556455
8,2182104644
8,2316980611
8,2317174789
8,2249278949
8,2182663767
8,2148668618
8,2317026536
8,2149075531
8,2215825606
8,2182616098
8,2249197896
8,2182252883
8,2215713094
8,2283505858
8,2216347875
8,2182088774
8,2215744748
8,2316619973
8,2148554481
8,2316391876
8,2216234313
8,2182185987
8,2148699686
8,2249265198
8,2182135877
8,2182156679
8,2283525511
8,2282972576
8,2316461539
8,2149208455
8,2148581861
8,2149143759
8,2216366406
8,2148619476
8,2182105802
8,2282820928
8,2148667848
8,2283373888
8,2283622699
8,2283572417
8,2282898790
8,2182221972
8,2215793796
8,2316985350
8,2249375983
8,2215712835
8,2316929217
8,2282824171
8,2148680756
8,2182172898
8,2182632179
8,2317166701
8,2316322117
8,2149105838
8,2317035525
8,2182698503
8,2182218327
8,2283612618
8,2249214217
8,2215760044
8,2215758057
8,2317014215
8,2283571498
8,2216204321
8,2182731183
8,2316651554
8,2215744869
8,2182152951
8,2149155492
8,2283604160
8,2282884491
8,2317149384
8,2216187247
8,2283479265
8,2215857410
8,2215676231
8,2317034944
8,2182254306
8,2182186722
8,2182663210
8,2249916815
8,2182616513
8,2282835052
8,2282899503
8,2149173767
8,2148701223
8,2216384614
8,2283591680
8,2215790022
8,2282757484
8,2182726694
8,2148599825
8,2316307465
8,2182745447
8,2148666647
8,2249871720
8,2249788780
8,2148598865
8,2249919726
8,2316850597
8,2249773549
8,2148603177
8,2282897647
8,2149140719
8,2182661409
8,2149239078
8,2182237943
8,2215728430
8,2182222472
8,2216237443
8,2283530696
8,2317035691
8,2283529697
8,2282914820
8,2317018151
8,2316460203
8,2316657065
8,2182236659
8,2182219013
8,2316985739
8,2283594154
8,2182221201
8,2317112743
8,2148536435
8,2283412485
8,2283069895
8,2182794411
8,2283474054
8,2249377998
8,2148699524
8,2215674917
8,2283000998
8,2216345925
8,2283360298
8,2182221521
8,2316559712
8,2316839309
8,2249857289
8,2148698832
8,2182089927
8,2215707713
8,2317173953
8,2316326946
8,2182629474
8,2249250180
8,2316884395
8,2216296865
8,2249838890
8,2283083244
8,2249872641
8,2182646892
8,2316998767
8,2316321028
8,2249331717
8,2215645611
8,2316566765
8,2316489804
8,2249361833
8,2249919855
8,2316518410
8,2215713003
8,2216214766
8,2282883276
8,2216349163
8,2283394309
8,2316850474
8,2316911016
8,2182679697
8,2182612452
8,2316537888
8,2216296771
8,2215741671
8,2215727431
8,2149158274
8,2249281835
8,2148668941
8,2249216493
8,2182139624
8,2249721157
8,2148549775
8,2316919082
8,2249901391
8,2283503909
8,2282755082
8,2249310600
8,2182157547
8,2182154998
8,2316422176
8,2149238420
8,2216285281
8,2149188963
8,2249772289
8,2316485103
8,2149074418
8,2249217258
8,2149057155
8,2249906374
8,2316641698
8,2149159274
8,2215707939
8,2182795395
8,2316984549
8,2249266479
8,2149138484
8,2282826018
8,2182190441
8,2249234539
8,2149239909
8,2283462927
8,2149061935
8,2216268197
8,2216268046
8,2283541792
8,2215741730
8,2148636195
8,2216348901
8,2249199904
8,2215775464
8,2148581806
8,2249933858
8,2282776717
8,2149072976
8,2216250792
8,2216201292
8,2283625929
8,2317060355
8,2215773536
8,2249933152
8,2182616631
8,2249869353
8,2182745378
8,2249332751
8,2316378250
8,2316347595
8,2316387695
8,2249382283
8,2182254030
8,2149158500
8,2215661771
8,2283014313
8,2215792098
8,2249723333
8,2148631734
8,2182630562
8,2249232645
8,2316360772
8,2316353772
8,2249791720
8,2283593123
8,2317081871
8,2182171040
8,2249786826
8,2182775447
8,2316394532
8,2215792908
8,2182709555
8,2148570864
8,2249855404
8,2148683021
8,2182615341
8,2182777967
8,2316835310
8,2316904643
8,2215690319
8,2149109063
8,2182141060
8,2316920874
8,2215792717
8,2216319368
8,2249856138
8,2149073925
8,2316420166
8,2182759638
8,2249871553
8,2182693387
8,2249903237
8,2282949958
8,2316887525
8,2215711045
8,2317084012
8,2283349295
8,2317164557
8,2149094794
8,2283442249
8,2316845288
8,2316871681
8,2317110597
8,2249279620
8,2249785612
8,2216378534
8,2249851335
8,2283392455
8,2283591908
8,2249229414
8,2316518400
8,2182727014
8,2149207445
8,2182791529
8,2283612256
